"","month","town","flat_type","block","street_name","storey_range","floor_area_sqm","flat_model","lease_commence_date","resale_price"
"20626","2013-01","JURONG EAST","3 ROOM","241","JURONG EAST ST 24","10 TO 12",68,"New Generation",1983,345000
"20627","2013-01","JURONG EAST","3 ROOM","211","JURONG EAST ST 21","04 TO 06",67,"New Generation",1983,348000
"20628","2013-01","JURONG EAST","3 ROOM","250","JURONG EAST ST 24","10 TO 12",67,"New Generation",1986,348000
"20629","2013-01","JURONG EAST","3 ROOM","233","JURONG EAST ST 21","04 TO 06",67,"New Generation",1982,350000
"20630","2013-01","JURONG EAST","3 ROOM","110","JURONG EAST ST 13","10 TO 12",68,"New Generation",1982,352000
"20631","2013-01","JURONG EAST","3 ROOM","210","JURONG EAST ST 21","04 TO 06",67,"New Generation",1983,354000
"20632","2013-01","JURONG EAST","3 ROOM","231","JURONG EAST ST 21","10 TO 12",67,"New Generation",1981,355000
"20633","2013-01","JURONG EAST","3 ROOM","225A","JURONG EAST ST 21","04 TO 06",67,"New Generation",1984,355000
"20634","2013-01","JURONG EAST","4 ROOM","43","TEBAN GDNS RD","07 TO 09",93,"New Generation",1985,382000
"20635","2013-01","JURONG EAST","3 ROOM","101","JURONG EAST ST 13","07 TO 09",68,"New Generation",1983,395000
"20636","2013-01","JURONG EAST","4 ROOM","60","TEBAN GDNS RD","04 TO 06",90,"Model A",2003,422500
"20637","2013-01","JURONG EAST","4 ROOM","244","JURONG EAST ST 24","10 TO 12",92,"New Generation",1983,435000
"20638","2013-01","JURONG EAST","4 ROOM","317","JURONG EAST ST 31","01 TO 03",105,"Model A",1984,445000
"20639","2013-01","JURONG EAST","4 ROOM","311","JURONG EAST ST 32","04 TO 06",106,"Model A",1984,476000
"20640","2013-01","JURONG EAST","4 ROOM","324","JURONG EAST ST 31","07 TO 09",104,"Model A",1984,480000
"20641","2013-01","JURONG EAST","4 ROOM","283","TOH GUAN RD","16 TO 18",90,"Model A2",1998,505000
"20642","2013-01","JURONG EAST","5 ROOM","258","JURONG EAST ST 24","04 TO 06",121,"Improved",1983,522500
"20643","2013-01","JURONG EAST","5 ROOM","258","JURONG EAST ST 24","01 TO 03",121,"Improved",1983,548000
"20644","2013-01","JURONG EAST","EXECUTIVE","337","JURONG EAST AVE 1","01 TO 03",147,"Maisonette",1985,6e+05
"20645","2013-01","JURONG EAST","5 ROOM","226","JURONG EAST ST 21","19 TO 21",120,"Improved",1982,607000
"20646","2013-01","JURONG EAST","5 ROOM","238","JURONG EAST ST 21","13 TO 15",120,"Improved",1982,628868
"20647","2013-01","JURONG EAST","5 ROOM","272","TOH GUAN RD","13 TO 15",120,"Improved",1999,631000
"20648","2013-01","JURONG EAST","5 ROOM","238","JURONG EAST ST 21","19 TO 21",120,"Improved",1982,635000
"20649","2013-01","JURONG EAST","5 ROOM","279","TOH GUAN RD","19 TO 21",120,"Improved",1998,635000
"20650","2013-01","JURONG EAST","5 ROOM","107","JURONG EAST ST 13","10 TO 12",135,"Model A",1993,638000
"20651","2013-01","JURONG EAST","5 ROOM","286D","TOH GUAN RD","10 TO 12",123,"Improved",1999,638000
"20652","2013-01","JURONG EAST","5 ROOM","286D","TOH GUAN RD","04 TO 06",123,"Improved",1999,655000
"20653","2013-01","JURONG EAST","EXECUTIVE","287C","JURONG EAST ST 21","04 TO 06",143,"Apartment",1998,730000
"21357","2013-01","WOODLANDS","2 ROOM","16","MARSILING LANE","10 TO 12",45,"Improved",1984,264000
"21358","2013-01","WOODLANDS","3 ROOM","15","MARSILING LANE","01 TO 03",65,"Improved",1976,292000
"21359","2013-01","WOODLANDS","3 ROOM","23","MARSILING DR","01 TO 03",67,"New Generation",1977,297000
"21360","2013-01","WOODLANDS","3 ROOM","2","MARSILING DR","10 TO 12",65,"Improved",1974,3e+05
"21361","2013-01","WOODLANDS","3 ROOM","24","MARSILING DR","01 TO 03",67,"New Generation",1977,3e+05
"21362","2013-01","WOODLANDS","3 ROOM","13","MARSILING LANE","04 TO 06",65,"Improved",1976,303000
"21363","2013-01","WOODLANDS","3 ROOM","24","MARSILING DR","07 TO 09",67,"New Generation",1977,308000
"21364","2013-01","WOODLANDS","3 ROOM","12","MARSILING LANE","10 TO 12",65,"Improved",1976,310000
"21365","2013-01","WOODLANDS","3 ROOM","218","MARSILING CRES","04 TO 06",67,"New Generation",1986,311000
"21366","2013-01","WOODLANDS","3 ROOM","22","MARSILING DR","07 TO 09",67,"New Generation",1977,312000
"21367","2013-01","WOODLANDS","3 ROOM","15","MARSILING LANE","10 TO 12",65,"Improved",1976,320000
"21368","2013-01","WOODLANDS","3 ROOM","130","MARSILING RISE","10 TO 12",69,"Improved",1985,325000
"21369","2013-01","WOODLANDS","4 ROOM","5","MARSILING DR","04 TO 06",90,"Improved",1974,330000
"21370","2013-01","WOODLANDS","3 ROOM","149","WOODLANDS ST 13","07 TO 09",68,"New Generation",1985,332000
"21371","2013-01","WOODLANDS","3 ROOM","23","MARSILING DR","13 TO 15",67,"New Generation",1977,335000
"21372","2013-01","WOODLANDS","3 ROOM","148","WOODLANDS ST 13","04 TO 06",68,"New Generation",1985,335000
"21373","2013-01","WOODLANDS","3 ROOM","102","WOODLANDS ST 13","07 TO 09",67,"New Generation",1985,338000
"21374","2013-01","WOODLANDS","3 ROOM","17","MARSILING LANE","10 TO 12",75,"Improved",1984,342000
"21375","2013-01","WOODLANDS","3 ROOM","15","MARSILING LANE","07 TO 09",76,"Improved",1976,348000
"21376","2013-01","WOODLANDS","3 ROOM","158","WOODLANDS ST 13","04 TO 06",73,"Model A",1990,351000
"21377","2013-01","WOODLANDS","3 ROOM","160","WOODLANDS ST 13","07 TO 09",73,"Model A",1990,355000
"21378","2013-01","WOODLANDS","3 ROOM","152","WOODLANDS ST 13","04 TO 06",73,"Model A",1985,356500
"21379","2013-01","WOODLANDS","3 ROOM","30","MARSILING DR","10 TO 12",87,"New Generation",1977,365000
"21380","2013-01","WOODLANDS","4 ROOM","205","MARSILING DR","04 TO 06",94,"New Generation",1980,374000
"21381","2013-01","WOODLANDS","4 ROOM","204","MARSILING DR","13 TO 15",93,"New Generation",1981,375000
"21382","2013-01","WOODLANDS","4 ROOM","347","WOODLANDS AVE 3","07 TO 09",84,"Simplified",1988,380000
"21383","2013-01","WOODLANDS","4 ROOM","842","WOODLANDS ST 82","01 TO 03",84,"Simplified",1994,380000
"21384","2013-01","WOODLANDS","4 ROOM","34","MARSILING DR","04 TO 06",98,"New Generation",1978,383000
"21385","2013-01","WOODLANDS","4 ROOM","34","MARSILING DR","10 TO 12",98,"New Generation",1978,385000
"21386","2013-01","WOODLANDS","4 ROOM","620","WOODLANDS DR 52","01 TO 03",91,"Model A2",1998,385000
"21387","2013-01","WOODLANDS","4 ROOM","171","WOODLANDS ST 11","04 TO 06",91,"New Generation",1985,385000
"21388","2013-01","WOODLANDS","4 ROOM","154","WOODLANDS ST 13","04 TO 06",93,"New Generation",1986,385000
"21389","2013-01","WOODLANDS","4 ROOM","146","WOODLANDS ST 13","01 TO 03",98,"New Generation",1985,386000
"21390","2013-01","WOODLANDS","4 ROOM","739","WOODLANDS CIRCLE","01 TO 03",91,"Model A2",1997,390000
"21391","2013-01","WOODLANDS","4 ROOM","619","WOODLANDS DR 52","01 TO 03",91,"Model A2",1998,390000
"21392","2013-01","WOODLANDS","4 ROOM","840","WOODLANDS ST 82","04 TO 06",84,"Simplified",1994,391000
"21393","2013-01","WOODLANDS","4 ROOM","301","WOODLANDS ST 31","04 TO 06",95,"New Generation",1993,395000
"21394","2013-01","WOODLANDS","4 ROOM","620","WOODLANDS DR 52","01 TO 03",96,"Model A2",1998,396000
"21395","2013-01","WOODLANDS","4 ROOM","347","WOODLANDS AVE 3","10 TO 12",84,"Simplified",1988,397000
"21396","2013-01","WOODLANDS","4 ROOM","162","WOODLANDS ST 13","04 TO 06",98,"New Generation",1985,4e+05
"21397","2013-01","WOODLANDS","4 ROOM","156","WOODLANDS ST 13","01 TO 03",97,"New Generation",1986,401000
"21398","2013-01","WOODLANDS","4 ROOM","757","WOODLANDS AVE 4","01 TO 03",103,"Model A",1997,401500
"21399","2013-01","WOODLANDS","4 ROOM","618","WOODLANDS AVE 4","07 TO 09",92,"Model A2",1998,403000
"21400","2013-01","WOODLANDS","4 ROOM","726","WOODLANDS CIRCLE","01 TO 03",102,"Model A",1997,405000
"21401","2013-01","WOODLANDS","4 ROOM","621","WOODLANDS DR 52","01 TO 03",102,"Model A",1998,405000
"21402","2013-01","WOODLANDS","4 ROOM","146","WOODLANDS ST 13","07 TO 09",93,"New Generation",1985,405000
"21403","2013-01","WOODLANDS","4 ROOM","843","WOODLANDS ST 82","10 TO 12",84,"Simplified",1994,412000
"21404","2013-01","WOODLANDS","4 ROOM","895A","WOODLANDS DR 50","01 TO 03",99,"Model A",1997,413000
"21405","2013-01","WOODLANDS","4 ROOM","425","WOODLANDS ST 41","04 TO 06",100,"Model A",1997,413000
"21406","2013-01","WOODLANDS","4 ROOM","896C","WOODLANDS DR 50","04 TO 06",99,"Model A",1997,417000
"21407","2013-01","WOODLANDS","4 ROOM","759","WOODLANDS AVE 6","07 TO 09",101,"Model A",1998,418000
"21408","2013-01","WOODLANDS","4 ROOM","613","WOODLANDS AVE 4","04 TO 06",101,"Model A",1998,420000
"21409","2013-01","WOODLANDS","4 ROOM","615","WOODLANDS AVE 4","07 TO 09",101,"Model A",1998,420000
"21410","2013-01","WOODLANDS","4 ROOM","769","WOODLANDS DR 60","10 TO 12",101,"Model A",1997,422000
"21411","2013-01","WOODLANDS","4 ROOM","778","WOODLANDS DR 60","07 TO 09",101,"Model A",1997,423000
"21412","2013-01","WOODLANDS","4 ROOM","618","WOODLANDS AVE 4","10 TO 12",96,"Model A2",1998,425000
"21413","2013-01","WOODLANDS","4 ROOM","720","WOODLANDS AVE 6","01 TO 03",100,"Model A",1997,425000
"21414","2013-01","WOODLANDS","4 ROOM","764A","WOODLANDS CIRCLE","10 TO 12",90,"Model A",2003,425000
"21415","2013-01","WOODLANDS","4 ROOM","796","WOODLANDS DR 72","04 TO 06",102,"Model A",1997,427000
"21416","2013-01","WOODLANDS","4 ROOM","756","WOODLANDS AVE 4","10 TO 12",102,"Model A",1998,427088
"21417","2013-01","WOODLANDS","4 ROOM","605","WOODLANDS DR 42","10 TO 12",102,"Model A2",1997,428000
"21418","2013-01","WOODLANDS","4 ROOM","644","WOODLANDS RING RD","07 TO 09",100,"Model A",1998,428000
"21419","2013-01","WOODLANDS","4 ROOM","155","WOODLANDS ST 13","04 TO 06",103,"Model A",1985,428000
"21420","2013-01","WOODLANDS","4 ROOM","860","WOODLANDS ST 83","10 TO 12",106,"Model A",1996,430000
"21421","2013-01","WOODLANDS","4 ROOM","790","WOODLANDS AVE 6","04 TO 06",102,"Model A",1997,431000
"21422","2013-01","WOODLANDS","4 ROOM","743","WOODLANDS CIRCLE","07 TO 09",102,"Model A2",1997,431880
"21423","2013-01","WOODLANDS","4 ROOM","669","WOODLANDS RING RD","07 TO 09",85,"Model A2",2000,432000
"21424","2013-01","WOODLANDS","4 ROOM","899A","WOODLANDS DR 50","10 TO 12",100,"Model A",1997,433000
"21425","2013-01","WOODLANDS","4 ROOM","625B","WOODLANDS DR 52","07 TO 09",100,"Model A",1998,433000
"21426","2013-01","WOODLANDS","4 ROOM","626","WOODLANDS AVE 6","07 TO 09",96,"Model A2",1998,435000
"21427","2013-01","WOODLANDS","4 ROOM","530","WOODLANDS DR 14","04 TO 06",104,"Premium Apartment",1999,435000
"21428","2013-01","WOODLANDS","4 ROOM","747","WOODLANDS CIRCLE","07 TO 09",103,"Model A",1998,438000
"21429","2013-01","WOODLANDS","4 ROOM","891B","WOODLANDS DR 50","04 TO 06",100,"Model A",1996,438000
"21430","2013-01","WOODLANDS","4 ROOM","687B","WOODLANDS DR 75","01 TO 03",95,"Premium Apartment",2003,442000
"21431","2013-01","WOODLANDS","4 ROOM","683A","WOODLANDS DR 62","01 TO 03",103,"Premium Apartment",2000,443000
"21432","2013-01","WOODLANDS","5 ROOM","899A","WOODLANDS DR 50","01 TO 03",118,"Improved",1997,444000
"21433","2013-01","WOODLANDS","4 ROOM","515","WOODLANDS DR 14","01 TO 03",107,"Premium Apartment",1999,445000
"21434","2013-01","WOODLANDS","4 ROOM","895A","WOODLANDS DR 50","04 TO 06",99,"Model A",1997,445000
"21435","2013-01","WOODLANDS","5 ROOM","557","WOODLANDS DR 53","04 TO 06",120,"Improved",1999,446000
"21436","2013-01","WOODLANDS","5 ROOM","173","WOODLANDS ST 13","01 TO 03",121,"Improved",1989,446000
"21437","2013-01","WOODLANDS","4 ROOM","684A","WOODLANDS DR 73","10 TO 12",103,"Premium Apartment",2000,447000
"21438","2013-01","WOODLANDS","5 ROOM","585","WOODLANDS DR 16","04 TO 06",111,"Improved",2001,448000
"21439","2013-01","WOODLANDS","4 ROOM","872","WOODLANDS ST 81","07 TO 09",108,"Model A",1996,449000
"21440","2013-01","WOODLANDS","4 ROOM","681C","WOODLANDS DR 62","07 TO 09",102,"Premium Apartment",2000,450000
"21441","2013-01","WOODLANDS","5 ROOM","11","MARSILING DR","01 TO 03",126,"Standard",1976,450000
"21442","2013-01","WOODLANDS","5 ROOM","759","WOODLANDS AVE 6","01 TO 03",121,"Improved",1998,453000
"21443","2013-01","WOODLANDS","5 ROOM","899C","WOODLANDS DR 50","01 TO 03",118,"Improved",1997,457000
"21444","2013-01","WOODLANDS","5 ROOM","723","WOODLANDS AVE 6","01 TO 03",122,"Improved",1997,458000
"21445","2013-01","WOODLANDS","5 ROOM","786C","WOODLANDS DR 60","04 TO 06",122,"Improved",1997,458000
"21446","2013-01","WOODLANDS","4 ROOM","679","WOODLANDS AVE 6","10 TO 12",102,"Model A",1998,460000
"21447","2013-01","WOODLANDS","4 ROOM","514","WOODLANDS DR 14","01 TO 03",107,"Premium Apartment",1999,460000
"21448","2013-01","WOODLANDS","5 ROOM","701","WOODLANDS DR 40","04 TO 06",119,"Improved",1996,460000
"21449","2013-01","WOODLANDS","5 ROOM","587","WOODLANDS DR 16","07 TO 09",111,"Improved",2001,462000
"21450","2013-01","WOODLANDS","5 ROOM","881","WOODLANDS ST 82","10 TO 12",125,"Improved",1996,462888
"21451","2013-01","WOODLANDS","5 ROOM","746","WOODLANDS CIRCLE","04 TO 06",122,"Improved",1998,463000
"21452","2013-01","WOODLANDS","5 ROOM","897C","WOODLANDS DR 50","01 TO 03",118,"Improved",1997,463000
"21453","2013-01","WOODLANDS","4 ROOM","352","WOODLANDS AVE 1","10 TO 12",105,"Model A",1996,465000
"21454","2013-01","WOODLANDS","5 ROOM","11","MARSILING DR","16 TO 18",126,"Standard",1976,465000
"21455","2013-01","WOODLANDS","5 ROOM","614","WOODLANDS AVE 4","04 TO 06",122,"Improved",1998,465000
"21456","2013-01","WOODLANDS","5 ROOM","764A","WOODLANDS CIRCLE","10 TO 12",111,"Improved",2003,465000
"21457","2013-01","WOODLANDS","5 ROOM","326","WOODLANDS ST 32","07 TO 09",132,"Model A",1995,465000
"21458","2013-01","WOODLANDS","4 ROOM","690F","WOODLANDS DR 75","16 TO 18",90,"Premium Apartment",2004,467000
"21459","2013-01","WOODLANDS","5 ROOM","672","WOODLANDS DR 71","01 TO 03",111,"Improved",2000,468000
"21460","2013-01","WOODLANDS","5 ROOM","550","WOODLANDS DR 44","01 TO 03",115,"Improved",2000,470000
"21461","2013-01","WOODLANDS","4 ROOM","690C","WOODLANDS DR 75","13 TO 15",90,"Premium Apartment",2004,471000
"21462","2013-01","WOODLANDS","5 ROOM","786D","WOODLANDS DR 60","04 TO 06",121,"Improved",1997,474000
"21463","2013-01","WOODLANDS","5 ROOM","353","WOODLANDS AVE 1","01 TO 03",121,"Improved",1996,475000
"21464","2013-01","WOODLANDS","5 ROOM","878","WOODLANDS AVE 9","01 TO 03",125,"Improved",1996,475000
"21465","2013-01","WOODLANDS","5 ROOM","702","WOODLANDS DR 40","04 TO 06",118,"Improved",1996,475000
"21466","2013-01","WOODLANDS","5 ROOM","628B","WOODLANDS RING RD","10 TO 12",122,"Improved",1998,475000
"21467","2013-01","WOODLANDS","5 ROOM","173","WOODLANDS ST 13","10 TO 12",121,"Improved",1989,475000
"21468","2013-01","WOODLANDS","5 ROOM","724","WOODLANDS AVE 6","04 TO 06",121,"Improved",1997,478000
"21469","2013-01","WOODLANDS","5 ROOM","787D","WOODLANDS CRES","07 TO 09",122,"Improved",1997,478000
"21470","2013-01","WOODLANDS","5 ROOM","671","WOODLANDS DR 71","04 TO 06",110,"Improved",2000,480000
"21471","2013-01","WOODLANDS","5 ROOM","687C","WOODLANDS DR 75","04 TO 06",115,"Premium Apartment",2003,483500
"21472","2013-01","WOODLANDS","5 ROOM","350","WOODLANDS AVE 3","10 TO 12",122,"Improved",1988,486800
"21473","2013-01","WOODLANDS","5 ROOM","585","WOODLANDS DR 16","10 TO 12",111,"Improved",2001,490000
"21474","2013-01","WOODLANDS","5 ROOM","895C","WOODLANDS DR 50","04 TO 06",117,"Improved",1997,490000
"21475","2013-01","WOODLANDS","5 ROOM","690A","WOODLANDS DR 75","04 TO 06",110,"Premium Apartment",2004,493000
"21476","2013-01","WOODLANDS","5 ROOM","653","WOODLANDS RING RD","04 TO 06",121,"Improved",1998,495000
"21477","2013-01","WOODLANDS","5 ROOM","849","WOODLANDS ST 82","07 TO 09",136,"Model A",1995,497500
"21478","2013-01","WOODLANDS","5 ROOM","526","WOODLANDS DR 14","04 TO 06",125,"Premium Apartment",2000,498000
"21479","2013-01","WOODLANDS","5 ROOM","607","WOODLANDS RING RD","10 TO 12",122,"Improved",1998,499000
"21480","2013-01","WOODLANDS","5 ROOM","767","WOODLANDS CIRCLE","13 TO 15",111,"Improved",2003,5e+05
"21481","2013-01","WOODLANDS","5 ROOM","634","WOODLANDS RING RD","10 TO 12",121,"Improved",1999,5e+05
"21482","2013-01","WOODLANDS","5 ROOM","688E","WOODLANDS DR 75","01 TO 03",111,"Premium Apartment",2004,502000
"21483","2013-01","WOODLANDS","5 ROOM","555","WOODLANDS DR 53","07 TO 09",120,"Improved",1999,505000
"21484","2013-01","WOODLANDS","5 ROOM","529","WOODLANDS DR 14","07 TO 09",124,"Premium Apartment",1999,509000
"21485","2013-01","WOODLANDS","5 ROOM","688D","WOODLANDS DR 75","10 TO 12",111,"Premium Apartment",2004,514000
"21486","2013-01","WOODLANDS","5 ROOM","873","WOODLANDS ST 81","10 TO 12",136,"Model A",1996,515000
"21487","2013-01","WOODLANDS","5 ROOM","687B","WOODLANDS DR 75","13 TO 15",113,"Premium Apartment",2003,516000
"21488","2013-01","WOODLANDS","5 ROOM","861","WOODLANDS ST 83","07 TO 09",127,"Improved",1996,520000
"21489","2013-01","WOODLANDS","5 ROOM","687A","WOODLANDS DR 75","13 TO 15",113,"Premium Apartment",2003,522000
"21490","2013-01","WOODLANDS","5 ROOM","530","WOODLANDS DR 14","10 TO 12",128,"Premium Apartment",1999,523000
"21491","2013-01","WOODLANDS","5 ROOM","368","WOODLANDS AVE 1","04 TO 06",121,"Improved",1997,525000
"21492","2013-01","WOODLANDS","5 ROOM","519","WOODLANDS DR 14","04 TO 06",126,"Premium Apartment",2000,532000
"21493","2013-01","WOODLANDS","4 ROOM","510","WOODLANDS DR 14","04 TO 06",107,"Premium Apartment",1999,533000
"21494","2013-01","WOODLANDS","EXECUTIVE","520","WOODLANDS DR 14","01 TO 03",141,"Premium Apartment",2000,534000
"21495","2013-01","WOODLANDS","EXECUTIVE","520","WOODLANDS DR 14","01 TO 03",141,"Premium Apartment",2000,538000
"21496","2013-01","WOODLANDS","EXECUTIVE","670","WOODLANDS DR 71","01 TO 03",130,"Apartment",2000,555000
"21497","2013-01","WOODLANDS","EXECUTIVE","670","WOODLANDS DR 71","10 TO 12",130,"Apartment",2000,560000
"21498","2013-01","WOODLANDS","EXECUTIVE","581","WOODLANDS DR 16","10 TO 12",131,"Apartment",2001,568000
"21499","2013-01","WOODLANDS","EXECUTIVE","797","WOODLANDS DR 72","04 TO 06",141,"Maisonette",1997,590000
"21500","2013-01","WOODLANDS","EXECUTIVE","827","WOODLANDS ST 81","01 TO 03",145,"Maisonette",1996,590000
"21501","2013-01","WOODLANDS","EXECUTIVE","636","WOODLANDS RING RD","01 TO 03",141,"Apartment",1999,595000
"21502","2013-01","WOODLANDS","EXECUTIVE","804","WOODLANDS ST 81","01 TO 03",146,"Maisonette",1988,6e+05
"21503","2013-01","WOODLANDS","EXECUTIVE","138","MARSILING RD","10 TO 12",158,"Apartment",1995,605000
"21504","2013-01","WOODLANDS","EXECUTIVE","511","WOODLANDS DR 14","10 TO 12",147,"Premium Apartment",1999,605000
"21505","2013-01","WOODLANDS","EXECUTIVE","530","WOODLANDS DR 14","10 TO 12",144,"Premium Apartment",1999,605000
"21506","2013-01","WOODLANDS","EXECUTIVE","346","WOODLANDS ST 32","01 TO 03",146,"Maisonette",1986,605000
"21507","2013-01","WOODLANDS","EXECUTIVE","652","WOODLANDS RING RD","04 TO 06",144,"Maisonette",1998,618000
"21508","2013-01","WOODLANDS","EXECUTIVE","788B","WOODLANDS CRES","07 TO 09",143,"Maisonette",1999,623000
"21509","2013-01","WOODLANDS","EXECUTIVE","362","WOODLANDS AVE 5","10 TO 12",141,"Apartment",1996,630000
"21510","2013-01","WOODLANDS","EXECUTIVE","652","WOODLANDS RING RD","10 TO 12",144,"Maisonette",1998,638000
"21511","2013-01","WOODLANDS","EXECUTIVE","803","WOODLANDS ST 81","10 TO 12",147,"Apartment",1994,640000
"21512","2013-01","WOODLANDS","EXECUTIVE","362","WOODLANDS AVE 5","07 TO 09",150,"Maisonette",1996,645000
"21513","2013-01","WOODLANDS","EXECUTIVE","328","WOODLANDS ST 32","04 TO 06",163,"Apartment",1994,660000
"21514","2013-01","WOODLANDS","EXECUTIVE","818","WOODLANDS ST 82","04 TO 06",161,"Apartment",1994,680000
"21881","2013-02","CENTRAL AREA","3 ROOM","30","KELANTAN RD","16 TO 18",65,"Improved",1981,440000
"21882","2013-02","CENTRAL AREA","3 ROOM","536","UPP CROSS ST","10 TO 12",60,"Improved",1981,460000
"21883","2013-02","CENTRAL AREA","4 ROOM","661","BUFFALO RD","04 TO 06",85,"Improved",1982,467000
"21884","2013-02","CENTRAL AREA","3 ROOM","264","WATERLOO ST","13 TO 15",60,"Improved",1986,488000
"21885","2013-02","CENTRAL AREA","4 ROOM","672A","KLANG LANE","10 TO 12",85,"Model A",2002,540000
"21886","2013-02","CENTRAL AREA","4 ROOM","639","ROWELL RD","19 TO 21",103,"Model A",1983,630000
"21887","2013-02","CENTRAL AREA","4 ROOM","269B","QUEEN ST","07 TO 09",91,"New Generation",1984,668000
"22018","2013-02","JURONG EAST","3 ROOM","412","PANDAN GDNS","04 TO 06",72,"Improved",1979,313000
"22019","2013-02","JURONG EAST","3 ROOM","44","TEBAN GDNS RD","10 TO 12",68,"New Generation",1985,322000
"22020","2013-02","JURONG EAST","4 ROOM","53","TEBAN GDNS RD","07 TO 09",83,"Simplified",1986,335000
"22021","2013-02","JURONG EAST","3 ROOM","241","JURONG EAST ST 24","10 TO 12",68,"New Generation",1983,339000
"22022","2013-02","JURONG EAST","3 ROOM","302","JURONG EAST ST 32","07 TO 09",68,"New Generation",1983,340000
"22023","2013-02","JURONG EAST","3 ROOM","341","JURONG EAST AVE 1","10 TO 12",74,"Model A",1983,355000
"22024","2013-02","JURONG EAST","4 ROOM","218","JURONG EAST ST 21","01 TO 03",91,"New Generation",1984,425000
"22025","2013-02","JURONG EAST","4 ROOM","319","JURONG EAST ST 31","01 TO 03",104,"Model A",1984,430000
"22026","2013-02","JURONG EAST","4 ROOM","244","JURONG EAST ST 24","10 TO 12",94,"New Generation",1983,450000
"22027","2013-02","JURONG EAST","4 ROOM","221A","JURONG EAST ST 21","07 TO 09",91,"New Generation",1984,455000
"22028","2013-02","JURONG EAST","4 ROOM","244","JURONG EAST ST 24","07 TO 09",99,"New Generation",1983,460000
"22029","2013-02","JURONG EAST","4 ROOM","332","JURONG EAST AVE 1","13 TO 15",106,"Model A",1985,467000
"22030","2013-02","JURONG EAST","4 ROOM","276","TOH GUAN RD","01 TO 03",100,"Model A",1998,498000
"22031","2013-02","JURONG EAST","5 ROOM","260","JURONG EAST ST 24","04 TO 06",121,"Improved",1983,501000
"22032","2013-02","JURONG EAST","4 ROOM","284","TOH GUAN RD","16 TO 18",101,"Model A",1998,556000
"22033","2013-02","JURONG EAST","5 ROOM","238","JURONG EAST ST 21","07 TO 09",120,"Improved",1982,580000
"22034","2013-02","JURONG EAST","5 ROOM","228","JURONG EAST ST 21","10 TO 12",122,"Improved",1987,591888
"22035","2013-02","JURONG EAST","5 ROOM","286D","TOH GUAN RD","10 TO 12",123,"Improved",1999,634000
"22036","2013-02","JURONG EAST","5 ROOM","111","JURONG EAST ST 13","22 TO 24",120,"Improved",1981,660000
"22379","2013-02","WOODLANDS","3 ROOM","12","MARSILING LANE","01 TO 03",65,"Improved",1976,275000
"22380","2013-02","WOODLANDS","3 ROOM","15","MARSILING LANE","01 TO 03",65,"Improved",1976,303000
"22381","2013-02","WOODLANDS","3 ROOM","130","MARSILING RISE","01 TO 03",60,"Improved",1985,305000
"22382","2013-02","WOODLANDS","3 ROOM","15","MARSILING LANE","04 TO 06",65,"Improved",1976,317000
"22383","2013-02","WOODLANDS","3 ROOM","146","WOODLANDS ST 13","01 TO 03",68,"New Generation",1985,318000
"22384","2013-02","WOODLANDS","3 ROOM","204","MARSILING DR","07 TO 09",82,"New Generation",1981,335888
"22385","2013-02","WOODLANDS","4 ROOM","335","WOODLANDS ST 32","01 TO 03",83,"Simplified",1985,347000
"22386","2013-02","WOODLANDS","3 ROOM","311","WOODLANDS ST 31","01 TO 03",73,"Model A",1993,352000
"22387","2013-02","WOODLANDS","3 ROOM","316","WOODLANDS ST 31","07 TO 09",73,"Model A",1993,356500
"22388","2013-02","WOODLANDS","3 ROOM","155","WOODLANDS ST 13","10 TO 12",73,"Model A",1985,360000
"22389","2013-02","WOODLANDS","4 ROOM","428","WOODLANDS ST 41","07 TO 09",84,"Simplified",1996,363000
"22390","2013-02","WOODLANDS","4 ROOM","26","MARSILING DR","07 TO 09",91,"New Generation",1977,365000
"22391","2013-02","WOODLANDS","4 ROOM","843","WOODLANDS ST 82","01 TO 03",84,"Simplified",1994,372000
"22392","2013-02","WOODLANDS","4 ROOM","29","MARSILING DR","01 TO 03",97,"New Generation",1979,375000
"22393","2013-02","WOODLANDS","4 ROOM","554","WOODLANDS DR 53","07 TO 09",90,"Model A2",1999,378000
"22394","2013-02","WOODLANDS","4 ROOM","845","WOODLANDS ST 82","04 TO 06",84,"Simplified",1994,383000
"22395","2013-02","WOODLANDS","4 ROOM","205","MARSILING DR","07 TO 09",92,"New Generation",1980,386000
"22396","2013-02","WOODLANDS","4 ROOM","588","WOODLANDS DR 16","04 TO 06",91,"Model A",2001,395000
"22397","2013-02","WOODLANDS","4 ROOM","619","WOODLANDS DR 52","01 TO 03",96,"Model A2",1998,407000
"22398","2013-02","WOODLANDS","4 ROOM","734","WOODLANDS CIRCLE","01 TO 03",103,"Model A",1998,412000
"22399","2013-02","WOODLANDS","4 ROOM","212","MARSILING CRES","10 TO 12",104,"Model A",1983,415000
"22400","2013-02","WOODLANDS","4 ROOM","617","WOODLANDS AVE 4","10 TO 12",91,"Model A2",1998,415000
"22401","2013-02","WOODLANDS","4 ROOM","737","WOODLANDS CIRCLE","01 TO 03",100,"Model A2",1998,415000
"22402","2013-02","WOODLANDS","4 ROOM","551","WOODLANDS DR 44","07 TO 09",100,"Model A",2000,415000
"22403","2013-02","WOODLANDS","4 ROOM","160","WOODLANDS ST 13","04 TO 06",103,"Model A",1990,415000
